CustomerID,Recency,Frequency,Monetary,R,F,M,RFMGroup,RFMScore,RFM_Loyalty_Level,Cluster,Color
13921.0,403,4,730.7,4,2,3,423,9,Gold,3,yellow
13922.0,352,3,865.2,3,3,2,332,8,Silver,3,yellow
13923.0,54,1,351.13,2,4,3,243,9,Gold,2,blue
13924.0,2,6,1838.8500000000001,1,2,2,122,5,Bronze,2,blue
13925.0,93,4,678.25,2,2,3,223,7,Silver,3,yellow
13926.0,24,1,223.85000000000002,1,4,4,144,9,Gold,2,blue
13927.0,75,2,708.26,2,3,3,233,8,Silver,2,blue
13928.0,11,4,464.57,1,2,3,123,6,Silver,2,blue
13929.0,170,11,3494.1,3,1,1,311,5,Bronze,3,yellow
13930.0,58,2,337.34,2,3,3,233,8,Silver,2,blue
13931.0,96,11,5257.38,2,1,1,211,4,Bronze,0,red
13932.0,295,1,307.4,3,4,4,344,11,Platinum,1,green
13933.0,110,2,608.7900000000001,3,3,3,333,9,Gold,1,green
13934.0,264,1,922.1,3,4,2,342,9,Gold,1,green
13935.0,597,3,6116.92,4,3,1,431,8,Silver,3,yellow
13936.0,180,3,939.66,3,3,2,332,8,Silver,3,yellow
13937.0,170,2,880.13,3,3,2,332,8,Silver,3,yellow
13938.0,36,1,71.66,2,4,4,244,10,Gold,1,green
13939.0,24,7,1560.96,1,2,2,122,5,Bronze,2,blue
13940.0,18,4,839.14,1,2,3,123,6,Silver,2,blue
13941.0,22,15,11122.300000000001,1,1,1,111,3,Bronze,0,red
13942.0,535,1,320.0,4,4,4,444,12,Platinum,1,green
13943.0,578,1,246.54,4,4,4,444,12,Platinum,1,green
13944.0,654,1,200.43,4,4,4,444,12,Platinum,1,green
13945.0,395,2,854.15,4,3,2,432,9,Gold,1,green
13946.0,80,6,1876.23,2,2,2,222,6,Silver,3,yellow
13947.0,66,1,90.6,2,4,4,244,10,Gold,1,green
13948.0,361,4,548.76,3,2,3,323,8,Silver,3,yellow
13949.0,3,6,2427.32,1,2,1,121,4,Bronze,0,red
13950.0,12,4,745.06,1,2,3,123,6,Silver,2,blue
13951.0,177,3,674.45,3,3,3,333,9,Gold,3,yellow
13952.0,218,14,12823.521,3,1,1,311,5,Bronze,0,red
13953.0,8,12,6640.68,1,1,1,111,3,Bronze,0,red
13954.0,2,2,439.92,1,3,3,133,7,Silver,2,blue
13955.0,155,3,545.17,3,3,3,333,9,Gold,3,yellow
13956.0,6,5,1026.42,1,2,2,122,5,Bronze,2,blue
13957.0,418,3,458.25,4,3,3,433,10,Gold,1,green
13958.0,380,8,4709.2300000000005,3,1,1,311,5,Bronze,3,yellow
13959.0,80,6,1076.18,2,2,2,222,6,Silver,3,yellow
13960.0,22,2,230.22,1,3,4,134,8,Silver,2,blue
13961.0,393,1,538.4,4,4,3,443,11,Platinum,1,green
13962.0,22,3,362.8,1,3,3,133,7,Silver,2,blue
13963.0,309,17,3011.87,3,1,1,311,5,Bronze,3,yellow
13964.0,388,2,438.9,4,3,3,433,10,Gold,1,green
13965.0,477,3,996.61,4,3,2,432,9,Gold,3,yellow
13966.0,436,1,390.86,4,4,3,443,11,Platinum,1,green
13967.0,146,2,166.3,3,3,4,334,10,Gold,1,green
13968.0,424,1,123.66,4,4,4,444,12,Platinum,1,green
13969.0,8,35,13365.87,1,1,1,111,3,Bronze,0,red
13970.0,387,2,846.55,4,3,3,433,10,Gold,1,green
13971.0,19,14,4667.57,1,1,1,111,3,Bronze,0,red
13972.0,71,2,190.25,2,3,4,234,9,Gold,1,green
13973.0,288,1,264.7,3,4,4,344,11,Platinum,1,green
13974.0,50,2,677.72,2,3,3,233,8,Silver,2,blue
13975.0,32,12,5358.84,2,1,1,211,4,Bronze,0,red
13976.0,207,4,1192.36,3,2,2,322,7,Silver,3,yellow
13977.0,412,1,519.8100000000001,4,4,3,443,11,Platinum,1,green
13978.0,15,2,196.79000000000002,1,3,4,134,8,Silver,2,blue
13979.0,74,7,3416.23,2,2,1,221,5,Bronze,3,yellow
13980.0,61,5,799.92,2,2,3,223,7,Silver,3,yellow
13981.0,416,1,331.14,4,4,4,444,12,Platinum,1,green
13982.0,40,9,4445.59,2,1,1,211,4,Bronze,0,red
13983.0,30,21,7108.45,2,1,1,211,4,Bronze,0,red
13984.0,27,12,2048.6,2,1,2,212,5,Bronze,0,red
13985.0,5,22,10020.86,1,1,1,111,3,Bronze,0,red
13986.0,18,1,320.46,1,4,4,144,9,Gold,2,blue
13987.0,380,2,682.54,3,3,3,333,9,Gold,1,green
13988.0,20,8,4757.8,1,1,1,111,3,Bronze,0,red
13989.0,66,5,2026.06,2,2,2,222,6,Silver,3,yellow
13990.0,214,1,311.3,3,4,4,344,11,Platinum,1,green
13991.0,13,6,855.97,1,2,2,122,5,Bronze,2,blue
13992.0,31,3,219.5,2,3,4,234,9,Gold,2,blue
13993.0,43,19,6775.71,2,1,1,211,4,Bronze,0,red
13994.0,4,6,2313.14,1,2,1,121,4,Bronze,0,red
13995.0,16,14,3902.01,1,1,1,111,3,Bronze,0,red
13996.0,387,2,895.76,4,3,2,432,9,Gold,1,green
13997.0,520,3,382.31,4,3,3,433,10,Gold,1,green
13998.0,447,3,566.7,4,3,3,433,10,Gold,1,green
13999.0,11,29,9502.26,1,1,1,111,3,Bronze,0,red
14000.0,212,5,2046.3400000000001,3,2,2,322,7,Silver,3,yellow
14001.0,46,9,4530.09,2,1,1,211,4,Bronze,0,red
14002.0,135,2,529.73,3,3,3,333,9,Gold,1,green
14003.0,733,1,209.41,4,4,4,444,12,Platinum,1,green
14004.0,44,11,6258.45,2,1,1,211,4,Bronze,0,red
14005.0,10,5,2874.72,1,2,1,121,4,Bronze,2,blue
14006.0,116,7,2196.67,3,2,2,322,7,Silver,3,yellow
14007.0,513,1,79.48,4,4,4,444,12,Platinum,1,green
14008.0,433,1,509.04,4,4,3,443,11,Platinum,1,green
14009.0,199,3,1099.91,3,3,2,332,8,Silver,3,yellow
14010.0,566,2,445.15,4,3,3,433,10,Gold,1,green
14011.0,481,2,457.82,4,3,3,433,10,Gold,1,green
14012.0,278,1,328.8,3,4,4,344,11,Platinum,1,green
14013.0,111,5,1084.57,3,2,2,322,7,Silver,3,yellow
14014.0,78,3,1948.21,2,3,2,232,7,Silver,3,yellow
14015.0,53,1,917.34,2,4,2,242,8,Silver,2,blue
14017.0,572,1,229.75,4,4,4,444,12,Platinum,1,green
14018.0,646,1,367.15000000000003,4,4,3,443,11,Platinum,1,green
14019.0,47,3,1421.61,2,3,2,232,7,Silver,2,blue
14020.0,17,4,1249.01,1,2,2,122,5,Bronze,2,blue
14021.0,156,7,1716.58,3,2,2,322,7,Silver,3,yellow
14022.0,226,2,792.15,3,3,3,333,9,Gold,3,yellow
14023.0,8,2,584.07,1,3,3,133,7,Silver,2,blue
14024.0,122,3,645.74,3,3,3,333,9,Gold,3,yellow
14025.0,465,8,4057.9,4,1,1,411,6,Silver,3,yellow
14026.0,471,2,713.11,4,3,3,433,10,Gold,1,green
14027.0,61,1,104.82,2,4,4,244,10,Gold,1,green
14028.0,551,3,10396.5,4,3,1,431,8,Silver,3,yellow
14029.0,64,2,467.66,2,3,3,233,8,Silver,2,blue
14030.0,19,20,8262.29,1,1,1,111,3,Bronze,0,red
14031.0,8,44,40999.17,1,1,1,111,3,Bronze,0,red
14032.0,3,16,4850.2699999999995,1,1,1,111,3,Bronze,0,red
14033.0,556,1,109.44,4,4,4,444,12,Platinum,1,green
14034.0,23,3,651.8199999999999,1,3,3,133,7,Silver,2,blue
14035.0,29,9,2856.72,2,1,1,211,4,Bronze,0,red
14036.0,285,1,626.65,3,4,3,343,10,Gold,1,green
14037.0,177,6,836.95,3,2,3,323,8,Silver,3,yellow
14038.0,79,5,3069.88,2,2,1,221,5,Bronze,3,yellow
14039.0,34,2,267.28000000000003,2,3,4,234,9,Gold,2,blue
14040.0,41,35,12645.57,2,1,1,211,4,Bronze,0,red
14041.0,267,1,141.41,3,4,4,344,11,Platinum,1,green
14042.0,726,1,431.98,4,4,3,443,11,Platinum,1,green
14043.0,492,2,304.25,4,3,4,434,11,Platinum,1,green
14044.0,27,10,3123.1,2,1,1,211,4,Bronze,0,red
14045.0,110,16,11313.029999999999,3,1,1,311,5,Bronze,0,red
14046.0,285,1,154.99,3,4,4,344,11,Platinum,1,green
14047.0,9,14,4255.03,1,1,1,111,3,Bronze,0,red
14048.0,306,3,748.69,3,3,3,333,9,Gold,3,yellow
14049.0,17,13,13239.03,1,1,1,111,3,Bronze,0,red
14050.0,32,2,746.36,2,3,3,233,8,Silver,2,blue
14051.0,1,37,22434.0,1,1,1,111,3,Bronze,0,red
14052.0,20,2,480.81,1,3,3,133,7,Silver,2,blue
14053.0,125,4,572.3,3,2,3,323,8,Silver,3,yellow
14054.0,66,1,92.46,2,4,4,244,10,Gold,1,green
14055.0,107,3,1520.96,3,3,2,332,8,Silver,3,yellow
14056.0,2,23,8214.65,1,1,1,111,3,Bronze,0,red
14057.0,24,22,8408.84,1,1,1,111,3,Bronze,0,red
14058.0,463,2,469.19,4,3,3,433,10,Gold,1,green
14059.0,267,1,183.6,3,4,4,344,11,Platinum,1,green
14060.0,5,30,9519.08,1,1,1,111,3,Bronze,0,red
14061.0,508,3,917.4300000000001,4,3,2,432,9,Gold,3,yellow
14062.0,10,24,25604.2,1,1,1,111,3,Bronze,0,red
14063.0,439,9,22710.2,4,1,1,411,6,Silver,3,yellow
14064.0,30,15,3332.42,2,1,1,211,4,Bronze,0,red
14065.0,390,3,891.02,4,3,2,432,9,Gold,3,yellow
14066.0,267,1,152.55,3,4,4,344,11,Platinum,1,green
14067.0,64,2,374.7,2,3,3,233,8,Silver,2,blue
14068.0,321,4,1528.3700000000001,3,2,2,322,7,Silver,3,yellow
14069.0,515,2,230.06,4,3,4,434,11,Platinum,1,green
14070.0,685,1,326.55,4,4,4,444,12,Platinum,1,green
14071.0,4,8,1438.82,1,1,2,112,4,Bronze,0,red
14072.0,667,1,390.85,4,4,3,443,11,Platinum,1,green
14073.0,33,1,151.04,2,4,4,244,10,Gold,2,blue
14074.0,624,1,219.39999999999998,4,4,4,444,12,Platinum,1,green
14075.0,5,6,1734.87,1,2,2,122,5,Bronze,2,blue
14076.0,130,1,122.47,3,4,4,344,11,Platinum,1,green
14077.0,41,6,615.0799999999999,2,2,3,223,7,Silver,2,blue
14078.0,102,9,1692.6299999999999,3,1,2,312,6,Silver,3,yellow
14079.0,125,2,618.73,3,3,3,333,9,Gold,1,green
14080.0,33,5,1115.68,2,2,2,222,6,Silver,2,blue
14081.0,303,10,5370.1,3,1,1,311,5,Bronze,3,yellow
14082.0,365,2,413.36,3,3,3,333,9,Gold,1,green
14083.0,5,11,1407.26,1,1,2,112,4,Bronze,0,red
14084.0,513,1,150.5,4,4,4,444,12,Platinum,1,green
14085.0,3,33,10104.97,1,1,1,111,3,Bronze,0,red
14086.0,463,1,39.95,4,4,4,444,12,Platinum,1,green
14087.0,3,3,846.22,1,3,3,133,7,Silver,2,blue
14088.0,11,16,64036.8,1,1,1,111,3,Bronze,0,red
14089.0,57,1,161.0,2,4,4,244,10,Gold,1,green
14090.0,325,1,76.32000000000001,3,4,4,344,11,Platinum,1,green
14091.0,655,2,9530.08,4,3,1,431,8,Silver,3,yellow
14092.0,8,24,7229.45,1,1,1,111,3,Bronze,0,red
14093.0,13,1,442.85,1,4,3,143,8,Silver,2,blue
14094.0,440,1,335.22,4,4,4,444,12,Platinum,1,green
14095.0,723,1,2.95,4,4,4,444,12,Platinum,1,green
14096.0,5,17,65164.79,1,1,1,111,3,Bronze,0,red
14097.0,482,2,422.85999999999996,4,3,3,433,10,Gold,1,green
14098.0,37,1,147.35,2,4,4,244,10,Gold,2,blue
14099.0,17,20,5765.71,1,1,1,111,3,Bronze,0,red
14100.0,138,1,194.9,3,4,4,344,11,Platinum,1,green
14101.0,74,13,9961.93,2,1,1,211,4,Bronze,0,red
14102.0,6,5,1360.28,1,2,2,122,5,Bronze,2,blue
14104.0,155,5,771.5799999999999,3,2,3,323,8,Silver,3,yellow
14105.0,240,5,5988.83,3,2,1,321,6,Silver,3,yellow
14106.0,738,1,214.79999999999998,4,4,4,444,12,Platinum,1,green
14107.0,52,11,4877.3,2,1,1,211,4,Bronze,0,red
14108.0,31,4,1044.96,2,2,2,222,6,Silver,2,blue
14109.0,73,1,144.2,2,4,4,244,10,Gold,1,green
14110.0,4,33,12987.95,1,1,1,111,3,Bronze,0,red
14111.0,15,4,692.85,1,2,3,123,6,Silver,2,blue
14112.0,23,13,5834.59,1,1,1,111,3,Bronze,0,red
14113.0,4,16,7092.610000000001,1,1,1,111,3,Bronze,0,red
14114.0,274,7,1364.09,3,2,2,322,7,Silver,3,yellow
14115.0,502,2,622.6700000000001,4,3,3,433,10,Gold,1,green
14116.0,20,5,1382.74,1,2,2,122,5,Bronze,2,blue
14117.0,144,1,90.0,3,4,4,344,11,Platinum,1,green
14118.0,429,1,458.45,4,4,3,443,11,Platinum,1,green
14119.0,376,2,183.37,3,3,4,334,10,Gold,1,green
14121.0,4,4,2780.15,1,2,1,121,4,Bronze,2,blue
14122.0,407,3,362.42,4,3,3,433,10,Gold,1,green
14123.0,734,1,436.18,4,4,3,443,11,Platinum,1,green
14124.0,85,1,419.58000000000004,2,4,3,243,9,Gold,1,green
14125.0,11,3,2740.43,1,3,1,131,5,Bronze,2,blue
14126.0,8,4,1172.46,1,2,2,122,5,Bronze,2,blue
14127.0,123,6,1900.0800000000002,3,2,2,322,7,Silver,3,yellow
14128.0,61,3,924.21,2,3,2,232,7,Silver,2,blue
14129.0,2,9,2591.34,1,1,1,111,3,Bronze,0,red
14130.0,320,4,1882.67,3,2,2,322,7,Silver,3,yellow
14131.0,649,1,187.87,4,4,4,444,12,Platinum,1,green
14132.0,3,11,3586.0299999999997,1,1,1,111,3,Bronze,0,red
14133.0,130,4,911.14,3,2,2,322,7,Silver,3,yellow
14134.0,383,15,11123.35,4,1,1,411,6,Silver,3,yellow
14135.0,2,24,9643.92,1,1,1,111,3,Bronze,0,red
14136.0,401,5,1570.81,4,2,2,422,8,Silver,3,yellow
14137.0,696,1,332.7,4,4,4,444,12,Platinum,1,green
14138.0,2,2,982.3800000000001,1,3,2,132,6,Silver,2,blue
14139.0,47,4,1086.8,2,2,2,222,6,Silver,2,blue
14140.0,4,2,935.05,1,3,2,132,6,Silver,2,blue
14141.0,3,4,915.13,1,2,2,122,5,Bronze,2,blue
14142.0,374,2,983.15,3,3,2,332,8,Silver,3,yellow
14143.0,134,1,115.8,3,4,4,344,11,Platinum,1,green
14144.0,487,1,30.599999999999998,4,4,4,444,12,Platinum,1,green
14145.0,47,7,7600.05,2,2,1,221,5,Bronze,0,red
14146.0,9,12,9450.3,1,1,1,111,3,Bronze,0,red
14147.0,79,9,2590.2,2,1,1,211,4,Bronze,3,yellow
14148.0,234,2,466.29,3,3,3,333,9,Gold,1,green
14149.0,221,1,446.62,3,4,3,343,10,Gold,1,green
14150.0,36,2,658.64,2,3,3,233,8,Silver,2,blue
14151.0,674,2,679.45,4,3,3,433,10,Gold,1,green
14152.0,76,7,1997.3400000000001,2,2,2,222,6,Silver,3,yellow
14153.0,484,1,233.4,4,4,4,444,12,Platinum,1,green
14154.0,240,8,6460.7,3,1,1,311,5,Bronze,3,yellow
14155.0,267,1,118.75,3,4,4,344,11,Platinum,1,green
14157.0,20,5,1002.78,1,2,2,122,5,Bronze,2,blue
14158.0,41,1,507.66,2,4,3,243,9,Gold,2,blue
14159.0,20,20,7938.01,1,1,1,111,3,Bronze,0,red
14160.0,611,7,8421.47,4,2,1,421,7,Silver,3,yellow
14161.0,216,7,3318.88,3,2,1,321,6,Silver,3,yellow
14162.0,174,2,289.36,3,3,4,334,10,Gold,1,green
14163.0,88,5,2594.62,2,2,1,221,5,Bronze,3,yellow
14164.0,71,2,1631.77,2,3,2,232,7,Silver,3,yellow
14165.0,276,1,122.53999999999999,3,4,4,344,11,Platinum,1,green
14166.0,506,2,256.85,4,3,4,434,11,Platinum,1,green
14167.0,40,8,1296.49,2,1,2,212,5,Bronze,3,yellow
14168.0,421,2,370.45,4,3,3,433,10,Gold,1,green
14169.0,431,2,624.4300000000001,4,3,3,433,10,Gold,1,green
14170.0,376,3,597.33,3,3,3,333,9,Gold,1,green
14171.0,99,2,498.79,2,3,3,233,8,Silver,1,green
14172.0,606,3,402.72,4,3,3,433,10,Gold,1,green
14173.0,11,6,586.0,1,2,3,123,6,Silver,2,blue
14174.0,34,1,134.46,2,4,4,244,10,Gold,2,blue
14175.0,60,8,7678.88,2,1,1,211,4,Bronze,0,red
14176.0,298,5,916.01,3,2,2,322,7,Silver,3,yellow
14177.0,87,13,2229.34,2,1,1,211,4,Bronze,3,yellow
14178.0,9,7,1620.93,1,2,2,122,5,Bronze,2,blue
14179.0,41,2,719.78,2,3,3,233,8,Silver,2,blue
14180.0,11,33,6319.25,1,1,1,111,3,Bronze,0,red
14181.0,411,2,310.55,4,3,4,434,11,Platinum,1,green
14182.0,444,4,678.77,4,2,3,423,9,Gold,3,yellow
14183.0,412,2,286.29,4,3,4,434,11,Platinum,1,green
14184.0,67,1,452.89,2,4,3,243,9,Gold,2,blue
14185.0,332,1,197.65,3,4,4,344,11,Platinum,1,green
14186.0,428,5,1550.63,4,2,2,422,8,Silver,3,yellow
14187.0,474,1,123.5,4,4,4,444,12,Platinum,1,green
14188.0,31,6,2054.36,2,2,2,222,6,Silver,2,blue
14189.0,3,16,5814.39,1,1,1,111,3,Bronze,0,red
14190.0,667,1,79.9,4,4,4,444,12,Platinum,1,green
14191.0,2,15,4817.66,1,1,1,111,3,Bronze,0,red
14192.0,389,1,293.74,4,4,4,444,12,Platinum,1,green
14193.0,68,3,1210.19,2,3,2,232,7,Silver,3,yellow
14194.0,5,36,18670.59,1,1,1,111,3,Bronze,0,red
14195.0,202,6,2615.6,3,2,1,321,6,Silver,3,yellow
14196.0,107,1,335.52,3,4,4,344,11,Platinum,1,green
14197.0,411,1,390.05,4,4,3,443,11,Platinum,1,green
14198.0,19,9,1569.73,1,1,2,112,4,Bronze,0,red
14199.0,219,4,1091.7,3,2,2,322,7,Silver,3,yellow
14200.0,618,1,379.2,4,4,3,443,11,Platinum,1,green
14201.0,61,10,1193.54,2,1,2,212,5,Bronze,3,yellow
14202.0,382,3,847.76,3,3,3,333,9,Gold,3,yellow
14203.0,398,1,339.34,4,4,3,443,11,Platinum,1,green
14204.0,3,4,1062.96,1,2,2,122,5,Bronze,2,blue
14205.0,17,9,2414.2,1,1,1,111,3,Bronze,0,red
14206.0,240,3,1185.01,3,3,2,332,8,Silver,3,yellow
14207.0,688,1,157.8,4,4,4,444,12,Platinum,1,green
14208.0,95,2,567.05,2,3,3,233,8,Silver,2,blue
14209.0,11,15,4993.27,1,1,1,111,3,Bronze,0,red
14210.0,106,16,5861.52,3,1,1,311,5,Bronze,0,red
14211.0,54,18,4402.29,2,1,1,211,4,Bronze,0,red
14212.0,90,2,2190.14,2,3,2,232,7,Silver,3,yellow
14213.0,405,1,1192.2,4,4,2,442,10,Gold,1,green
14214.0,31,5,1004.38,2,2,2,222,6,Silver,2,blue
14215.0,12,9,3416.33,1,1,1,111,3,Bronze,0,red
14216.0,4,5,2150.04,1,2,2,122,5,Bronze,2,blue
14217.0,2,23,3416.89,1,1,1,111,3,Bronze,0,red
14218.0,43,1,169.48000000000002,2,4,4,244,10,Gold,2,blue
14219.0,5,3,633.83,1,3,3,133,7,Silver,2,blue
14220.0,248,4,1515.0,3,2,2,322,7,Silver,3,yellow
14221.0,43,17,6517.49,2,1,1,211,4,Bronze,0,red
14222.0,178,1,683.17,3,4,3,343,10,Gold,1,green
14223.0,93,3,991.13,2,3,2,232,7,Silver,3,yellow
14224.0,111,9,1897.9,3,1,2,312,6,Silver,3,yellow
14225.0,435,4,2037.02,4,2,2,422,8,Silver,3,yellow
14226.0,29,6,3002.53,2,2,1,221,5,Bronze,0,red
14227.0,27,15,6368.71,2,1,1,211,4,Bronze,0,red
14228.0,438,3,745.5,4,3,3,433,10,Gold,3,yellow
14229.0,52,7,2594.04,2,2,1,221,5,Bronze,3,yellow
14230.0,436,3,979.8000000000001,4,3,2,432,9,Gold,3,yellow
14231.0,184,4,1235.6200000000001,3,2,2,322,7,Silver,3,yellow
14232.0,43,5,2048.07,2,2,2,222,6,Silver,3,yellow
14233.0,50,7,2904.27,2,2,1,221,5,Bronze,3,yellow
14234.0,23,4,775.46,1,2,3,123,6,Silver,2,blue
14235.0,76,9,4717.99,2,1,1,211,4,Bronze,0,red
14236.0,81,5,1744.64,2,2,2,222,6,Silver,3,yellow
14237.0,374,2,632.14,3,3,3,333,9,Gold,1,green
14238.0,327,3,434.23,3,3,3,333,9,Gold,1,green
14239.0,44,21,4263.17,2,1,1,211,4,Bronze,0,red
14240.0,31,3,1247.49,2,3,2,232,7,Silver,2,blue
14241.0,184,2,333.70000000000005,3,3,4,334,10,Gold,1,green
14242.0,235,2,280.55,3,3,4,334,10,Gold,1,green
14243.0,9,17,7431.05,1,1,1,111,3,Bronze,0,red
14244.0,661,1,366.41999999999996,4,4,3,443,11,Platinum,1,green
14245.0,220,2,1693.45,3,3,2,332,8,Silver,3,yellow
14246.0,111,3,1474.06,3,3,2,332,8,Silver,3,yellow
14247.0,279,5,772.66,3,2,3,323,8,Silver,3,yellow
14248.0,319,3,1032.95,3,3,2,332,8,Silver,3,yellow
14249.0,411,12,5625.461,4,1,1,411,6,Silver,3,yellow
14250.0,8,3,1904.05,1,3,2,132,6,Silver,2,blue
14251.0,2,5,2879.7000000000003,1,2,1,121,4,Bronze,0,red
14252.0,382,1,350.99,3,4,3,343,10,Gold,1,green
14253.0,494,2,363.40000000000003,4,3,3,433,10,Gold,1,green
14254.0,433,1,601.03,4,4,3,443,11,Platinum,1,green
14255.0,547,1,1000.63,4,4,2,442,10,Gold,1,green
14256.0,261,5,2473.9900000000002,3,2,1,321,6,Silver,3,yellow
14257.0,65,9,5954.45,2,1,1,211,4,Bronze,0,red
14258.0,10,25,32051.34,1,1,1,111,3,Bronze,0,red
14259.0,142,1,120.0,3,4,4,344,11,Platinum,1,green
14260.0,472,3,824.28,4,3,3,433,10,Gold,3,yellow
14261.0,51,2,1163.45,2,3,2,232,7,Silver,2,blue
14262.0,9,8,2618.23,1,1,1,111,3,Bronze,0,red
14263.0,424,1,322.93,4,4,4,444,12,Platinum,1,green
14264.0,155,6,1517.3600000000001,3,2,2,322,7,Silver,3,yellow
14266.0,429,1,40.56,4,4,4,444,12,Platinum,1,green
14267.0,163,3,1516.24,3,3,2,332,8,Silver,3,yellow
14268.0,471,1,354.85,4,4,3,443,11,Platinum,1,green
14269.0,440,1,295.73,4,4,4,444,12,Platinum,1,green
14270.0,332,1,492.65000000000003,3,4,3,343,10,Gold,1,green
14271.0,226,2,219.13,3,3,4,334,10,Gold,1,green
14272.0,74,4,920.81,2,2,2,222,6,Silver,3,yellow
14273.0,52,4,559.97,2,2,3,223,7,Silver,2,blue
14274.0,687,1,256.6,4,4,4,444,12,Platinum,1,green
14275.0,396,6,1189.3799999999999,4,2,2,422,8,Silver,3,yellow
14276.0,99,7,2102.68,2,2,2,222,6,Silver,3,yellow
14278.0,410,1,205.83,4,4,4,444,12,Platinum,1,green
14279.0,521,2,191.86,4,3,4,434,11,Platinum,1,green
14280.0,197,1,134.04,3,4,4,344,11,Platinum,1,green
14281.0,409,1,245.15,4,4,4,444,12,Platinum,1,green
14282.0,4,25,7849.66,1,1,1,111,3,Bronze,0,red
14283.0,464,4,628.4399999999999,4,2,3,423,9,Gold,3,yellow
14284.0,31,3,1299.65,2,3,2,232,7,Silver,2,blue
14285.0,22,8,3284.42,1,1,1,111,3,Bronze,0,red
14286.0,24,7,8479.76,1,2,1,121,4,Bronze,0,red
14287.0,9,3,176.63,1,3,4,134,8,Silver,2,blue
14288.0,214,1,426.6,3,4,3,343,10,Gold,1,green
14289.0,9,6,911.26,1,2,2,122,5,Bronze,2,blue
14290.0,12,8,4516.56,1,1,1,111,3,Bronze,0,red
14291.0,2,23,7904.1,1,1,1,111,3,Bronze,0,red
14292.0,8,16,9226.25,1,1,1,111,3,Bronze,0,red
14293.0,4,9,3267.9300000000003,1,1,1,111,3,Bronze,0,red
14294.0,408,1,375.34,4,4,3,443,11,Platinum,1,green
14295.0,41,5,2362.91,2,2,1,221,5,Bronze,3,yellow
14296.0,422,2,456.40000000000003,4,3,3,433,10,Gold,1,green
14297.0,18,4,1305.33,1,2,2,122,5,Bronze,2,blue
14298.0,9,82,91194.49,1,1,1,111,3,Bronze,0,red
14299.0,9,27,14499.49,1,1,1,111,3,Bronze,0,red
14300.0,19,1,43.2,1,4,4,144,9,Gold,2,blue
14301.0,118,4,1992.18,3,2,2,322,7,Silver,3,yellow
14302.0,431,3,742.9000000000001,4,3,3,433,10,Gold,3,yellow
14303.0,408,2,277.94,4,3,4,434,11,Platinum,1,green
14304.0,223,3,1725.01,3,3,2,332,8,Silver,3,yellow
14305.0,72,3,1858.96,2,3,2,232,7,Silver,3,yellow
14306.0,52,6,3151.4,2,2,1,221,5,Bronze,3,yellow
14307.0,89,10,5071.03,2,1,1,211,4,Bronze,0,red
14308.0,550,2,1147.02,4,3,2,432,9,Gold,3,yellow
14309.0,9,11,3780.81,1,1,1,111,3,Bronze,0,red
14310.0,433,1,492.1,4,4,3,443,11,Platinum,1,green
14311.0,243,2,516.45,3,3,3,333,9,Gold,1,green
14312.0,47,11,3090.29,2,1,1,211,4,Bronze,0,red
14314.0,107,2,229.8,3,3,4,334,10,Gold,1,green
14315.0,45,8,3197.82,2,1,1,211,4,Bronze,0,red
14316.0,423,5,1370.34,4,2,2,422,8,Silver,3,yellow
14317.0,65,1,508.58000000000004,2,4,3,243,9,Gold,2,blue
14318.0,461,1,158.02,4,4,4,444,12,Platinum,1,green
14319.0,425,1,494.85,4,4,3,443,11,Platinum,1,green
14320.0,207,5,1346.75,3,2,2,322,7,Silver,3,yellow
14321.0,11,7,2218.06,1,2,1,121,4,Bronze,0,red
14322.0,430,4,474.1,4,2,3,423,9,Gold,3,yellow
14323.0,115,2,605.0600000000001,3,3,3,333,9,Gold,1,green
14324.0,410,2,701.61,4,3,3,433,10,Gold,1,green
14325.0,570,1,245.48000000000002,4,4,4,444,12,Platinum,1,green
14326.0,243,3,940.98,3,3,2,332,8,Silver,3,yellow
14327.0,164,6,1894.93,3,2,2,322,7,Silver,3,yellow
14328.0,439,1,445.05,4,4,3,443,11,Platinum,1,green
14329.0,18,15,9927.22,1,1,1,111,3,Bronze,0,red
14330.0,624,1,200.63,4,4,4,444,12,Platinum,1,green
14331.0,125,2,462.65999999999997,3,3,3,333,9,Gold,1,green
14332.0,23,5,1943.51,1,2,2,122,5,Bronze,2,blue
14333.0,68,1,415.2,2,4,3,243,9,Gold,2,blue
14334.0,17,12,4318.48,1,1,1,111,3,Bronze,0,red
14336.0,17,4,1614.91,1,2,2,122,5,Bronze,2,blue
14338.0,162,3,928.1,3,3,2,332,8,Silver,3,yellow
14339.0,243,2,620.27,3,3,3,333,9,Gold,1,green
14340.0,219,1,134.7,3,4,4,344,11,Platinum,1,green
14341.0,46,18,4467.32,2,1,1,211,4,Bronze,0,red
14342.0,22,6,918.44,1,2,2,122,5,Bronze,2,blue
14343.0,422,4,1088.91,4,2,2,422,8,Silver,3,yellow
14344.0,128,20,3333.7000000000003,3,1,1,311,5,Bronze,0,red
14345.0,39,1,108.97999999999999,2,4,4,244,10,Gold,1,green
14346.0,121,5,2315.75,3,2,1,321,6,Silver,3,yellow
14347.0,737,1,82.6,4,4,4,444,12,Platinum,1,green
14348.0,261,1,409.57,3,4,3,343,10,Gold,1,green
14349.0,11,1,133.5,1,4,4,144,9,Gold,2,blue
